Julia's Classifier
---------------------------------------------
Expected results:

Accuracy: 0.529642
Precision: 0.540787
Recall: 0.519452
F1 Score: 0.529905



1	"Yo no creo que a nadie le haya encantado un pene flácido .
"	"Yo no creo que a nadie le haya encantado un pene flcido 
"
1	""" Podemos confirmar que Brooke Burke-Charvet no estará con nosotros la próxima temporada .
"	" Podemos confirmar que Brooke BurkeCharvet no estar con nosotros la prxima temporada 
"
1	"Mt.Gox ha solicitado la liquidación en un tribunal de Tokio en vez de ir hacia adelante con sus planes para reconstruir bajo la protección de bancarrota , según un informe publicado en el Wall Street Journal .
"	"MtGox ha solicitado la liquidacin en un tribunal de Tokio en vez de ir hacia adelante con sus planes para reconstruir bajo la proteccin de bancarrota  segn un informe publicado en el Wall Street Journal 
"
0	"Sobre el novio Meh : Esta equivalente masculino de una estación de easy-listening puede ser tentador .
"	"Sobre el novio Meh  Esta equivalente masculino de una estacin de easylistening puede ser tentador 
"
1	"Esperamos Ventoso llevaba el impermeable cuando los policías arrastraron su trasero en la semana pasada , porque ahora el sh * t ha afectado realmente el ventilador !
"	"Esperamos Ventoso llevaba el impermeable cuando los policas arrastraron su trasero en la semana pasada  porque ahora el sh  t ha afectado realmente el ventilador 
"
1	"Me resultaba totalmente asqueroso .
"	"Me resultaba totalmente asqueroso 
"
1	"Tal apertura artística es quizás sorprendente , dado que Hergé comenzó su carrera .
"	"Tal apertura artstica es quizs sorprendente  dado que Herg comenz su carrera 
"
1	"El año que viene es un grande para Tintín .
"	"El ao que viene es un grande para Tintn 
"
1	"La lista de espera nacional para la vivienda social se sitúa en 1,7 millones de hogares - con un incremento de 65 % desde 1997 .
"	"La lista de espera nacional para la vivienda social se sita en  millones de hogares  con un incremento de   desde  
"
1	"Mantenerse alejado de ingredientes nocivos en los alimentos , pero ¿ qué pasa con el maquillaje ?
"	"Mantenerse alejado de ingredientes nocivos en los alimentos  pero  qu pasa con el maquillaje 
"
1	"Después de un enfrentamiento muy publicitado , Brooks finalmente desechó todo el evento , y en vez de atraer atención positiva de los medios , como se pretendía , atrajo atención controversial en todo el mundo .
"	"Despus de un enfrentamiento muy publicitado  Brooks finalmente desech todo el evento  y en vez de atraer atencin positiva de los medios  como se pretenda  atrajo atencin controversial en todo el mundo 
"
0	"Universal Podría Recibir $ 50 Millones De La Horrible Muerte De Paul Walker !
"	"Universal Podra Recibir   Millones De La Horrible Muerte De Paul Walker 
"
1	"Al final , el error repetido varias veces - por tanto creyentes como escépticos sobre las denuncias de Dylan - es pensar que las acciones deplorables de Allen cambian o anulan los ( a veces ) maravillosas películas que el había hecho .
"	"Al final  el error repetido varias veces  por tanto creyentes como escpticos sobre las denuncias de Dylan  es pensar que las acciones deplorables de Allen cambian o anulan los  a veces  maravillosas pelculas que el haba hecho 
"
1	"Brad Feld contó la historia de su primera inversión de capital riesgo ( después de haber hecho 40 inversiones ángeles ) en su blog ayer .
"	"Brad Feld cont la historia de su primera inversin de capital riesgo  despus de haber hecho  inversiones ngeles  en su blog ayer 
"
1	"Dijo que el grupo de naciones líderes había logrado "" cambiar un engranaje "" , al pasar de una actitud de respuesta a una proactiva en los acontecimientos mundiales .
"	"Dijo que el grupo de naciones lderes haba logrado  cambiar un engranaje   al pasar de una actitud de respuesta a una proactiva en los acontecimientos mundiales 
"
1	"Los Pixies , en especial , informó a las opciones que me gustaría hacer en la música que escuché durante mucho tiempo .
"	"Los Pixies  en especial  inform a las opciones que me gustara hacer en la msica que escuch durante mucho tiempo 
"
1	""" Post que es casi exactamente el tipo de post que escribí en mi sitio web personal hoy , sólo que con más "" ¿ Cómo podemos hacer que esto suceda ?
"	" Post que es casi exactamente el tipo de post que escrib en mi sitio web personal hoy  slo que con ms   Cmo podemos hacer que esto suceda 
"
1	"Ahora , cuando encuentras una canción en SoundCloud que deseas enviarle a un amigo , se puede realizar a través del navegador de Kik y tu amigo puede escucharla justo dentro kik , en el navegador .
"	"Ahora  cuando encuentras una cancin en SoundCloud que deseas enviarle a un amigo  se puede realizar a travs del navegador de Kik y tu amigo puede escucharla justo dentro kik  en el navegador 
"
0	"Largas llamadas telefónicas con mi madre
"	"Largas llamadas telefnicas con mi madre
"
1	"Mi teoría es que ahora que la fiebre de la adopción de principios de los usuarios de iPhone 5s han disminuido en cierta medida , la ola más tarde es un poco más sensible a los precios , y que está llevando a algunos a optar por la ( muy ligeramente ) el modelo más económico .
"	"Mi teora es que ahora que la fiebre de la adopcin de principios de los usuarios de iPhone s han disminuido en cierta medida  la ola ms tarde es un poco ms sensible a los precios  y que est llevando a algunos a optar por la  muy ligeramente  el modelo ms econmico 
"
1	"Ni siquiera podía decirle lo que se dijo a través de la bruma de la vergüenza .
"	"Ni siquiera poda decirle lo que se dijo a travs de la bruma de la vergenza 
"
1	"Aerohive ha experimentado un crecimiento rápido y cada vez mayores pérdidas , debido en gran parte a su creciente inversión en marketing .
"	"Aerohive ha experimentado un crecimiento rpido y cada vez mayores prdidas  debido en gran parte a su creciente inversin en marketing 
"
1	"Por supuesto , muchas mujeres disfrutan el sexo casual — y ese es una cosa valiosa que señalar , dado que tan anticuadas aun son las actitudes de la sociedad respecto al romance .
"	"Por supuesto  muchas mujeres disfrutan el sexo casual  y ese es una cosa valiosa que sealar  dado que tan anticuadas aun son las actitudes de la sociedad respecto al romance 
"
1	"Jennifer López está lentamente lanzando nueva música y su último bien podría ser una canción acerca de sí misma !
"	"Jennifer Lpez est lentamente lanzando nueva msica y su ltimo bien podra ser una cancin acerca de s misma 
"
1	"Es el tipo de anuncio que se describe mejor con una lista rápida , y en un segundo les explico .
"	"Es el tipo de anuncio que se describe mejor con una lista rpida  y en un segundo les explico 
"
1	"Ratapoil sirve abundante , pero la tarifa creativo y un pudín de caramelo salado-ya-legendario , mientras que Le 52 , es la tercera "" neo-bistrot "" por el chef Carlos Compagnon .
"	"Ratapoil sirve abundante  pero la tarifa creativo y un pudn de caramelo saladoyalegendario  mientras que Le   es la tercera  neobistrot  por el chef Carlos Compagnon 
"
1	"Pero mi apartamento olía a crema catalana por un tiempo después , asi que eso fué agradable .
"	"Pero mi apartamento ola a crema catalana por un tiempo despus  asi que eso fu agradable 
"
1	"Hacer lo que sea necesario para una toma de corriente .
"	"Hacer lo que sea necesario para una toma de corriente 
"
1	"Montel Williams , quien lideró un esfuerzo similar con el 1989 Guerra Civil Glory película , es el cerebro detrás de la labor educativa .
"	"Montel Williams  quien lider un esfuerzo similar con el  Guerra Civil Glory pelcula  es el cerebro detrs de la labor educativa 
"
1	"¿ Qué celebridades creemos que son calientes .
"	" Qu celebridades creemos que son calientes 
"
1	"Un antropólogo dice que los participantes "" se quedan subordinados a un enfoque en la épica victoria-y , sobre todo , el lulz "" .
"	"Un antroplogo dice que los participantes  se quedan subordinados a un enfoque en la pica victoriay  sobre todo  el lulz  
"
1	"desearme suerte : )
"	"desearme suerte  
"
0	"En la casa de la tía Meggie !
"	"En la casa de la ta Meggie 
"
1	"Hombre contra sensibleras plomo Personas individuales de la máquina Amoroso tapiadas en la radio del país , y la negativa de Brooks para vender su música en el minorista de música digital más grande del mundo , iTunes , ha limitado enormemente su alcance .
"	"Hombre contra sensibleras plomo Personas individuales de la mquina Amoroso tapiadas en la radio del pas  y la negativa de Brooks para vender su msica en el minorista de msica digital ms grande del mundo  iTunes  ha limitado enormemente su alcance 
"
1	"Paperie de Kate , una tienda de papel de bienes de lujo , con un culto rabioso siguiente , ha reducido sus escaparates de cinco a uno .
"	"Paperie de Kate  una tienda de papel de bienes de lujo  con un culto rabioso siguiente  ha reducido sus escaparates de cinco a uno 
"
1	"Con suerte todo este carnaval de basura desalentará a Facebook de realizar más cambios prohibidas en nuestros perfiles ... o los de los usuarios de sus adquisiciones como WhatsApp .
"	"Con suerte todo este carnaval de basura desalentar a Facebook de realizar ms cambios prohibidas en nuestros perfiles  o los de los usuarios de sus adquisiciones como WhatsApp 
"
1	"Así que hay mucho que hacer en la intersección del mundo Bitcoin y el mundo de las finanzas y del dinero y los reguladores en estos momentos .
"	"As que hay mucho que hacer en la interseccin del mundo Bitcoin y el mundo de las finanzas y del dinero y los reguladores en estos momentos 
"
1	"Y lo que dijeron sobre su música ' Bad ' es aún peor !
"	"Y lo que dijeron sobre su msica  Bad  es an peor 
"
1	"Final Clubes dan su exclusiva lista de los miembros masculinos de una almohadilla dulce donde se puede pasar el rato , estudio , fumar cigarros , comer jamón con melón después de la clase , y antes del partido con el licor de primera plataforma .
"	"Final Clubes dan su exclusiva lista de los miembros masculinos de una almohadilla dulce donde se puede pasar el rato  estudio  fumar cigarros  comer jamn con meln despus de la clase  y antes del partido con el licor de primera plataforma 
"
1	"Seguí preguntando si las posturas asociadas y procesador de tarjetas vienen de razones jurídicas o morales .
"	"Segu preguntando si las posturas asociadas y procesador de tarjetas vienen de razones jurdicas o morales 
"
1	"Los amo a todos ustedes .
"	"Los amo a todos ustedes 
"
1	"Etiquetas : prisa americana , Premios BAFTA , Jennifer Lawrence , tonto !
"	"Etiquetas  prisa americana  Premios BAFTA  Jennifer Lawrence  tonto 
"
1	"¿ Puede una persona psicológicamente en verdad , concebir la dura realidad de no volver jamás ?
"	" Puede una persona psicolgicamente en verdad  concebir la dura realidad de no volver jams 
"
1	"Leta se quedó sin habla , y yo le dije que se mantuviera fuerte mientras yo iba a recuperarlo del monstruo ladrón .
"	"Leta se qued sin habla  y yo le dije que se mantuviera fuerte mientras yo iba a recuperarlo del monstruo ladrn 
"
0	"LA Sheriffs Erróneamente Shoot & Kill A Tosh.0 Asistente de producción que se encontraba detenida en cautividad por un asalto armado !
"	"LA Sheriffs Errneamente Shoot  Kill A Tosh Asistente de produccin que se encontraba detenida en cautividad por un asalto armado 
"
1	"Punto de precio del Nokia X socava el precio asequible teléfono Moto G , por ejemplo , un Android relativamente reciente que también se dirige a los mercados emergentes .
"	"Punto de precio del Nokia X socava el precio asequible telfono Moto G  por ejemplo  un Android relativamente reciente que tambin se dirige a los mercados emergentes 
"
1	"Si no existe este tipo de servicio , por favor me punto a la misma y se lo recomiendo a los abogados que se ocupan de este tipo de transacciones .
"	"Si no existe este tipo de servicio  por favor me punto a la misma y se lo recomiendo a los abogados que se ocupan de este tipo de transacciones 
"
0	"Andrew Garfield y Emma Stone son la pareja más adorable que hemos visto !
"	"Andrew Garfield y Emma Stone son la pareja ms adorable que hemos visto 
"
1	"Durante una fase temprana del diseño de la criatura que sería la peor pesadilla de Arnold Schwarzenegger , JCVD estaba corriendo y saltando alrededor de la selva en un gran traje de color rosa !
"	"Durante una fase temprana del diseo de la criatura que sera la peor pesadilla de Arnold Schwarzenegger  JCVD estaba corriendo y saltando alrededor de la selva en un gran traje de color rosa 
"
