hotel,is_canceled,lead_time,adults,children,market_segment,country,reserved_room_type,booking_changes,adr,customer_type
City Hotel,0,33,2,0,Online TA,IRL,A,0,69.5,Transient
Resort Hotel,0,267,2,0,Online TA,PRT,A,1,54,Transient
City Hotel,0,1,2,0,Online TA,PRT,D,0,192,Transient
City Hotel,1,70,2,0,Online TA,ESP,A,1,105.3,Transient
City Hotel,0,1,1,0,Online TA,GBR,A,1,86.4,Transient
City Hotel,0,163,2,0,Direct,ROU,A,1,114.5,Transient
City Hotel,0,115,2,0,Groups,PRT,A,0,90,Transient-Party
City Hotel,0,15,2,0,Online TA,ITA,A,0,84.33,Transient-Party
Resort Hotel,1,2,1,0,Direct,PRT,A,0,50.4,Transient
City Hotel,1,62,2,0,Online TA,DEU,A,0,136.67,Transient
City Hotel,0,5,3,0,Online TA,RUS,D,0,163,Transient
Resort Hotel,1,190,3,0,Direct,CHE,D,3,274.45,Transient
Resort Hotel,1,259,2,0,Groups,GBR,A,0,40.05,Transient
Resort Hotel,0,67,2,0,Online TA,PRT,D,1,191.7,Transient
Resort Hotel,0,22,2,0,Online TA,CN,A,0,122.67,Transient
City Hotel,1,38,1,0,Corporate,PRT,A,0,75,Transient
City Hotel,0,39,2,0,Groups,PRT,A,0,62,Transient-Party
City Hotel,1,19,1,0,Offline TA/TO,PRT,A,0,80,Transient-Party
City Hotel,1,36,1,0,Corporate,PRT,A,0,68.5,Transient
Resort Hotel,0,251,2,0,Groups,CN,D,0,106,Transient-Party
City Hotel,0,4,1,0,Corporate,DEU,A,0,81,Transient-Party
Resort Hotel,1,161,2,1,Online TA,PRT,G,0,148.1,Transient
City Hotel,1,218,2,0,Online TA,GBR,A,0,99,Transient
Resort Hotel,0,21,2,0,Online TA,ESP,A,0,114.8,Transient
Resort Hotel,0,67,2,0,Direct,PRT,A,0,137.65,Transient
Resort Hotel,1,30,2,0,Online TA,PRT,D,0,59.4,Transient
City Hotel,0,0,1,0,Offline TA/TO,RUS,A,0,66.4,Transient
City Hotel,1,188,3,0,Online TA,BEL,D,0,175.5,Transient
City Hotel,0,35,2,0,Direct,DEU,D,0,86.9,Transient
City Hotel,1,30,2,0,Online TA,IDN,D,0,190,Transient
Resort Hotel,0,3,1,0,Online TA,FIN,A,0,120,Transient
City Hotel,0,56,2,0,Online TA,IRL,A,0,116.1,Transient
Resort Hotel,0,152,1,0,Groups,GBR,A,2,49,Transient-Party
Resort Hotel,1,74,2,0,Groups,PRT,A,0,70,Transient
City Hotel,0,24,2,0,Online TA,FRA,D,0,81.7,Transient
City Hotel,1,45,2,0,Online TA,ESP,A,0,198,Transient
City Hotel,1,193,1,0,Offline TA/TO,PRT,A,0,100,Transient
City Hotel,0,12,1,0,Online TA,BIH,A,0,130,Transient
City Hotel,1,195,2,0,Offline TA/TO,PRT,A,0,72,Transient
Resort Hotel,0,0,2,0,Online TA,FIN,A,0,58.2,Transient
City Hotel,0,44,2,1,Online TA,ROU,F,0,189.9,Transient
City Hotel,1,173,2,0,Groups,PRT,A,0,120,Transient
City Hotel,1,17,3,0,Online TA,ESP,D,0,187,Transient
City Hotel,1,112,2,0,Online TA,ESP,A,0,117,Transient
Resort Hotel,0,106,2,0,Offline TA/TO,GBR,A,0,41.4,Transient
Resort Hotel,0,394,2,0,Offline TA/TO,GBR,D,1,92.9,Contract
Resort Hotel,1,65,2,0,Direct,ESP,C,0,222.5,Transient
City Hotel,0,282,2,0,Groups,FRA,A,0,73.33,Transient-Party
City Hotel,0,213,1,0,Groups,PRT,A,1,104,Transient-Party
City Hotel,0,13,1,0,Aviation,GRC,A,0,95,Transient
City Hotel,1,373,2,0,Offline TA/TO,PRT,A,0,90,Transient
City Hotel,0,129,2,0,Online TA,DNK,A,0,80.5,Transient
Resort Hotel,0,121,2,0,Offline TA/TO,GBR,A,0,63.4,Contract
City Hotel,0,2,1,0,Direct,ESP,A,0,75,Transient
Resort Hotel,0,36,2,0,Online TA,PRT,A,0,64,Transient
City Hotel,0,203,2,0,Online TA,RUS,A,0,58.14,Transient
Resort Hotel,0,25,2,0,Online TA,IRL,A,0,70,Transient
City Hotel,1,420,2,0,Groups,PRT,A,0,90,Transient
City Hotel,1,37,2,0,Online TA,FRA,A,0,160,Transient
City Hotel,0,23,2,0,Online TA,GBR,A,0,118.8,Transient
Resort Hotel,1,103,2,0,Groups,PRT,D,0,65,Transient
City Hotel,1,134,1,0,Groups,PRT,A,0,75,Transient-Party
Resort Hotel,0,3,2,0,Online TA,ESP,D,0,282,Transient
Resort Hotel,0,146,2,0,Offline TA/TO,GBR,D,0,66.15,Contract
Resort Hotel,0,219,2,0,Groups,DEU,E,1,40.5,Transient-Party
City Hotel,1,145,3,0,Online TA,BRA,D,0,119,Transient
City Hotel,0,15,1,0,Offline TA/TO,PRT,A,0,129,Transient
City Hotel,0,8,2,0,Direct,BRA,A,4,95,Transient
Resort Hotel,0,24,2,0,Online TA,SWE,A,0,174,Transient
City Hotel,0,32,2,0,Online TA,GBR,D,0,64.22,Transient
Resort Hotel,0,129,2,0,Online TA,USA,D,0,65.7,Transient
City Hotel,1,33,2,0,Online TA,ESP,A,0,123.13,Transient
City Hotel,1,14,2,0,Direct,PRT,A,0,79.2,Transient
Resort Hotel,0,164,2,0,Direct,PRT,D,1,267.5,Transient
City Hotel,1,53,2,0,Online TA,AUS,A,0,108,Transient
City Hotel,1,142,1,0,Groups,POL,A,0,89,Transient
Resort Hotel,1,50,2,0,Online TA,PRT,E,0,87.75,Transient
City Hotel,0,0,2,0,Online TA,PRT,A,1,90,Contract
City Hotel,0,3,2,0,Online TA,FRA,A,0,98,Transient
City Hotel,1,341,2,0,Groups,PRT,A,0,62,Transient-Party
City Hotel,0,119,1,0,Offline TA/TO,PRT,A,1,0,Transient-Party
Resort Hotel,1,239,3,0,Groups,PRT,C,0,158,Transient-Party
City Hotel,0,257,2,0,Offline TA/TO,PRT,A,0,101.5,Transient
City Hotel,1,35,2,1,Online TA,FRA,A,0,103.7,Transient
City Hotel,1,213,2,0,Offline TA/TO,PRT,A,0,130,Transient
City Hotel,1,162,2,1,Online TA,POL,A,0,121.5,Transient
City Hotel,1,66,2,0,Groups,PRT,A,0,100,Transient
Resort Hotel,0,114,2,0,Offline TA/TO,GBR,D,0,92.1,Contract
Resort Hotel,0,0,2,1,Direct,PRT,F,1,238,Transient
Resort Hotel,1,304,2,2,Online TA,PRT,G,0,121.5,Transient
Resort Hotel,0,4,1,0,Direct,PRT,A,0,45,Transient
City Hotel,0,263,2,0,Offline TA/TO,PRT,A,0,67,Transient-Party
City Hotel,1,276,2,0,Offline TA/TO,PRT,A,0,95,Transient-Party
City Hotel,1,277,2,0,Groups,PRT,A,0,100,Transient
City Hotel,0,193,2,0,Online TA,AUT,A,0,99.45,Transient-Party
City Hotel,0,33,2,0,Online TA,SWE,A,0,125,Transient
Resort Hotel,0,16,1,0,Online TA,GBR,A,0,65,Transient-Party
Resort Hotel,0,55,2,0,Online TA,IRL,A,0,58,Transient
Resort Hotel,0,249,2,0,Online TA,PRT,A,0,112,Transient
City Hotel,0,3,1,0,Aviation,PRT,D,0,110,Transient
Resort Hotel,0,12,2,0,Offline TA/TO,PRT,A,0,46,Transient
City Hotel,1,44,2,0,Groups,PRT,A,0,126,Transient
Resort Hotel,0,24,2,0,Online TA,BEL,E,0,76,Transient-Party
City Hotel,0,133,2,0,Offline TA/TO,NLD,D,0,90.95,Transient-Party
City Hotel,1,164,1,0,Offline TA/TO,PRT,A,0,100,Transient-Party
City Hotel,1,54,2,0,Online TA,ITA,D,0,111,Transient
City Hotel,0,131,2,0,Online TA,DEU,D,0,89.1,Transient
Resort Hotel,1,245,2,0,Groups,PRT,A,0,80,Transient
City Hotel,0,79,2,0,Online TA,FRA,A,0,116.1,Transient
City Hotel,1,140,2,0,Offline TA/TO,PRT,A,0,130,Transient-Party
Resort Hotel,0,30,1,0,Groups,ESP,A,1,48.7,Transient-Party
Resort Hotel,0,45,2,0,Online TA,CHE,A,0,244,Transient
City Hotel,1,128,2,0,Groups,PRT,A,0,100,Transient
City Hotel,0,1,2,0,Online TA,PRT,A,0,91,Transient
City Hotel,0,142,2,0,Groups,ITA,A,0,65,Transient-Party
City Hotel,1,306,2,0,Online TA,ITA,A,0,67.15,Transient-Party
Resort Hotel,0,0,1,0,Direct,PRT,D,2,67,Transient
Resort Hotel,0,209,2,0,Offline TA/TO,BRA,A,0,90.95,Contract
City Hotel,0,15,1,0,Corporate,PRT,A,0,81,Transient-Party
Resort Hotel,0,5,1,0,Direct,GBR,E,0,85,Transient
City Hotel,0,110,1,0,Online TA,ESP,A,0,84.6,Transient
City Hotel,1,71,1,0,Offline TA/TO,PRT,A,0,120,Transient
Resort Hotel,1,50,2,0,Online TA,IRL,D,0,70,Transient
Resort Hotel,0,195,2,2,Online TA,IRL,G,1,234.29,Transient
Resort Hotel,0,0,2,0,Direct,PRT,E,0,58,Transient
Resort Hotel,0,339,2,0,Groups,DEU,D,1,32,Transient-Party
Resort Hotel,0,4,1,0,Corporate,PRT,A,0,35,Transient
Resort Hotel,0,66,2,0,Offline TA/TO,GBR,A,0,116.5,Contract
City Hotel,0,14,1,0,Online TA,ITA,E,0,220,Transient
City Hotel,0,4,2,0,Online TA,AUS,A,0,99,Transient
City Hotel,0,11,2,0,Online TA,DEU,D,0,155,Transient
City Hotel,1,162,2,0,Online TA,GBR,A,0,86.82,Transient
Resort Hotel,0,47,2,0,Online TA,PRT,A,0,86,Transient
City Hotel,1,65,2,0,Online TA,NLD,D,0,118.8,Transient
City Hotel,1,68,2,0,Groups,PRT,A,0,75,Transient
City Hotel,0,10,2,0,Online TA,ITA,D,0,102,Transient
City Hotel,1,176,2,0,Offline TA/TO,PRT,A,0,125,Transient
City Hotel,0,199,2,2,Online TA,CHE,F,0,202.5,Transient
City Hotel,0,0,1,0,Direct,PRT,D,2,50,Transient
City Hotel,0,115,2,0,Online TA,ESP,A,0,98.25,Transient
City Hotel,1,57,2,0,Direct,PRT,D,0,95,Transient
City Hotel,0,65,2,0,Online TA,BEL,D,0,149.4,Transient
City Hotel,1,307,2,0,Online TA,DEU,A,0,77.35,Transient
City Hotel,1,63,3,0,Offline TA/TO,PRT,D,0,125.1,Transient
City Hotel,0,102,2,0,Offline TA/TO,AUT,A,0,109,Transient-Party
City Hotel,0,198,2,2,Online TA,GBR,G,1,191.2,Transient
City Hotel,0,0,2,0,Direct,PRT,A,0,108,Transient
City Hotel,1,191,2,0,Online TA,RUS,A,0,112.5,Transient
Resort Hotel,0,40,1,0,Groups,PRT,A,4,27.5,Transient-Party
City Hotel,0,67,2,0,Online TA,ESP,D,0,108.3,Transient
City Hotel,0,57,2,0,Online TA,USA,D,0,115.04,Transient
City Hotel,1,188,2,0,Offline TA/TO,PRT,A,0,85,Transient
City Hotel,0,277,2,0,Online TA,FRA,D,0,101.4,Transient
City Hotel,1,167,2,0,Online TA,NOR,A,0,119.85,Transient
City Hotel,1,139,3,0,Online TA,BRA,D,0,162,Transient
City Hotel,1,161,2,0,Online TA,PRT,D,0,102.04,Transient
City Hotel,0,88,3,0,Online TA,PRT,D,0,125.66,Transient
Resort Hotel,0,14,2,0,Online TA,ESP,D,1,241,Transient
City Hotel,1,212,3,0,Online TA,ITA,D,0,126.9,Transient
Resort Hotel,0,8,3,0,Groups,ESP,A,0,91.2,Transient-Party
City Hotel,0,36,2,1,Direct,ESP,E,3,161.7,Transient
Resort Hotel,0,2,1,0,Offline TA/TO,FRA,A,0,58.5,Transient-Party
City Hotel,1,86,2,1,Online TA,ESP,F,0,174,Transient
City Hotel,1,42,2,2,Online TA,GBR,F,0,182.34,Transient
Resort Hotel,0,0,1,0,Direct,PRT,E,0,56,Transient
Resort Hotel,0,172,2,0,Direct,ITA,D,0,205,Transient
Resort Hotel,0,335,2,0,Offline TA/TO,GBR,D,0,154.5,Contract
City Hotel,1,146,2,0,Online TA,FRA,A,4,121.33,Transient
City Hotel,0,43,2,0,Online TA,ISR,A,0,140,Transient
City Hotel,0,12,2,0,Direct,FRA,A,0,114,Transient
City Hotel,0,16,1,0,Online TA,DEU,A,0,81,Contract
City Hotel,0,18,2,0,Online TA,ESP,A,0,107,Transient
City Hotel,1,64,2,0,Online TA,CHE,A,0,73.95,Transient
City Hotel,0,115,2,0,Offline TA/TO,FRA,A,0,58,Transient
City Hotel,0,34,2,0,Offline TA/TO,ESP,A,0,224.67,Transient-Party
City Hotel,0,6,1,0,Corporate,PRT,A,0,65,Transient
Resort Hotel,0,52,2,0,Direct,IRL,E,0,71,Transient-Party
City Hotel,0,5,2,0,Corporate,ARG,A,0,110,Transient-Party
City Hotel,0,120,2,0,Online TA,ITA,A,0,76.5,Transient
City Hotel,0,0,2,0,Online TA,NZL,A,0,147.6,Transient
City Hotel,1,66,2,0,Groups,PRT,A,0,100,Transient
Resort Hotel,1,36,2,0,Groups,PRT,A,0,64,Transient-Party
Resort Hotel,1,288,2,0,Online TA,GBR,E,0,96.4,Transient
City Hotel,0,91,3,0,Online TA,BEL,D,0,166.5,Transient
Resort Hotel,0,157,2,0,Online TA,PRT,A,0,134,Transient
City Hotel,0,0,1,0,Complementary,PRT,A,1,0,Transient
City Hotel,0,128,2,0,Online TA,NLD,A,1,126,Transient-Party
City Hotel,0,156,2,0,Online TA,GBR,A,0,112.5,Transient
Resort Hotel,0,7,2,0,Direct,ESP,A,0,92.42,Transient
Resort Hotel,0,12,1,0,Offline TA/TO,PRT,A,0,40,Transient
City Hotel,0,38,2,0,Online TA,DEU,A,0,71.1,Transient
City Hotel,0,91,2,0,Offline TA/TO,FRA,A,0,80,Transient-Party
City Hotel,0,271,2,0,Groups,PRT,A,0,62,Transient-Party
Resort Hotel,1,32,1,0,Direct,PRT,A,0,57,Transient
Resort Hotel,1,19,2,0,Online TA,PRT,E,0,52.8,Transient
Resort Hotel,0,25,2,0,Offline TA/TO,GBR,A,0,76,Transient
City Hotel,0,13,1,0,Offline TA/TO,BRA,A,0,75,Transient-Party
City Hotel,0,4,1,0,Online TA,PRT,A,0,73.9,Transient
Resort Hotel,0,27,1,0,Corporate,PRT,A,0,115,Transient
City Hotel,1,13,1,0,Online TA,GBR,A,0,78,Transient
Resort Hotel,0,4,2,0,Direct,PRT,E,0,175,Transient
Resort Hotel,0,0,2,0,Direct,PRT,A,0,115,Transient
City Hotel,1,169,2,0,Offline TA/TO,PRT,A,0,106,Transient-Party
City Hotel,1,156,2,0,Groups,PRT,A,0,100,Transient
City Hotel,0,24,2,1,Online TA,LUX,F,1,250,Transient
Resort Hotel,0,236,2,0,Groups,GBR,A,0,54,Transient-Party
City Hotel,0,18,2,0,Online TA,PRT,A,0,129,Transient
City Hotel,0,15,2,0,Offline TA/TO,CN,A,0,60,Contract
City Hotel,0,122,2,0,Online TA,DEU,A,0,99.45,Transient
City Hotel,0,80,2,0,Online TA,GBR,A,0,55.63,Transient
City Hotel,0,0,2,0,Online TA,USA,A,0,140,Transient
Resort Hotel,1,340,2,2,Direct,FRA,G,0,192.6,Transient
Resort Hotel,0,165,2,0,Direct,IRL,E,0,123.5,Transient
City Hotel,0,28,2,0,Direct,BEL,A,0,175,Transient
Resort Hotel,0,0,2,0,Direct,PRT,A,0,0,Transient
City Hotel,0,28,2,0,Offline TA/TO,PRT,A,2,85.6,Transient
City Hotel,0,326,2,0,Online TA,DEU,A,0,89.1,Transient-Party
Resort Hotel,1,40,1,0,Corporate,PRT,A,0,40,Transient-Party
City Hotel,0,72,2,0,Groups,ISR,A,0,85.67,Transient-Party
Resort Hotel,0,133,1,0,Online TA,GBR,A,0,46.64,Transient-Party
City Hotel,1,503,2,0,Groups,PRT,A,0,62.8,Transient
Resort Hotel,1,125,2,0,Offline TA/TO,PRT,A,0,63,Transient
City Hotel,0,16,2,0,Online TA,FRA,A,0,108.67,Transient
City Hotel,0,77,2,0,Online TA,FRA,A,0,99.9,Transient
City Hotel,1,320,2,0,Online TA,DEU,A,0,112.76,Transient
City Hotel,1,64,2,0,Online TA,FRA,A,0,141.43,Transient
City Hotel,0,1,2,0,Offline TA/TO,FRA,A,0,80,Transient-Party
Resort Hotel,0,13,2,0,Offline TA/TO,USA,F,0,120.79,Transient
City Hotel,0,125,2,2,Online TA,PRT,F,0,177.3,Transient
City Hotel,1,18,1,0,Online TA,BRA,A,0,139,Transient
City Hotel,0,116,1,0,Offline TA/TO,PRT,A,1,76,Transient-Party
Resort Hotel,1,32,2,0,Online TA,PRT,E,0,209,Transient
Resort Hotel,0,56,2,0,Online TA,ITA,D,0,106,Transient
Resort Hotel,1,90,2,0,Online TA,PRT,A,0,123.33,Transient
Resort Hotel,0,91,2,0,Offline TA/TO,GBR,A,0,40.95,Contract
Resort Hotel,0,1,2,0,Direct,ESP,A,0,145,Transient
Resort Hotel,0,6,1,0,Direct,PRT,A,0,39,Transient
Resort Hotel,0,397,1,0,Offline TA/TO,CN,A,1,62.25,Transient-Party
City Hotel,1,323,2,0,Groups,PRT,A,0,62,Transient-Party
City Hotel,1,21,1,0,Online TA,CHN,A,0,135,Transient
City Hotel,0,196,2,0,Online TA,AUT,A,0,66.53,Transient
City Hotel,0,33,2,0,Online TA,FRA,A,0,126.9,Transient
City Hotel,1,165,2,0,Groups,PRT,A,0,225,Transient
City Hotel,1,71,1,0,Offline TA/TO,PRT,A,0,120,Transient
City Hotel,1,393,2,0,Groups,PRT,A,0,70.53,Transient
City Hotel,0,48,2,0,Online TA,FRA,D,0,173.7,Transient
City Hotel,0,45,3,0,Direct,PRT,D,0,127.2,Transient
City Hotel,0,87,2,0,Online TA,PRT,A,0,89.25,Transient-Party
Resort Hotel,0,165,2,0,Direct,PRT,D,0,163.5,Transient-Party
City Hotel,0,164,1,0,Offline TA/TO,PRT,A,0,100,Transient-Party
City Hotel,0,1,2,0,Online TA,PRT,A,2,104,Transient
City Hotel,0,26,2,0,Online TA,GBR,D,0,169,Transient
City Hotel,1,157,2,0,Online TA,IRL,A,0,101.58,Transient
Resort Hotel,1,216,2,0,Online TA,GBR,E,0,87.9,Transient
Resort Hotel,0,151,2,0,Online TA,IRL,A,1,111,Transient
City Hotel,0,2,2,0,Online TA,FRA,A,0,124.5,Transient
City Hotel,0,275,2,0,Online TA,AUT,A,0,82.45,Transient
City Hotel,1,229,2,0,Online TA,DEU,A,0,85.5,Transient
Resort Hotel,0,25,1,0,Online TA,DEU,A,1,68,Transient
City Hotel,1,106,1,0,Groups,PRT,A,0,70,Transient
Resort Hotel,0,1,2,0,Direct,PRT,E,0,181,Transient
City Hotel,1,33,2,0,Offline TA/TO,PRT,A,0,110,Transient
City Hotel,1,204,1,0,Offline TA/TO,PRT,A,0,90,Transient
City Hotel,0,226,2,0,Offline TA/TO,FRA,A,0,70,Transient-Party
Resort Hotel,0,0,1,0,Direct,FRA,E,1,137,Transient
City Hotel,1,87,2,0,Groups,PRT,A,0,95,Transient
Resort Hotel,0,197,2,0,Online TA,ITA,A,0,182,Transient
City Hotel,1,342,2,0,Groups,PRT,A,0,170,Transient
Resort Hotel,1,262,2,0,Online TA,PRT,D,0,92.25,Transient
City Hotel,0,39,2,0,Online TA,GBR,A,0,68.61,Transient
City Hotel,0,189,2,0,Groups,PRT,A,0,65,Transient-Party
City Hotel,1,116,1,0,Offline TA/TO,PRT,A,0,1,Transient-Party
City Hotel,1,38,2,0,Online TA,PRT,A,0,94.5,Contract
Resort Hotel,1,20,3,0,Corporate,PRT,A,0,60,Transient-Party
City Hotel,0,71,2,0,Online TA,GBR,A,0,75.54,Transient
City Hotel,1,277,2,0,Groups,PRT,A,0,100,Transient
Resort Hotel,0,1,2,0,Online TA,ESP,A,0,38.4,Group
City Hotel,0,112,2,0,Direct,ESP,A,0,104.4,Transient
City Hotel,0,75,1,0,Groups,AUS,A,1,91.33,Transient-Party
City Hotel,0,56,2,2,Online TA,FRA,F,0,216.9,Transient
City Hotel,1,20,2,0,Offline TA/TO,PRT,A,0,160,Group
Resort Hotel,1,214,2,0,Online TA,PRT,D,0,51.97,Transient
City Hotel,1,59,2,0,Online TA,BRA,D,0,100.3,Transient
City Hotel,0,135,2,1,Online TA,SWE,A,0,114.75,Transient
City Hotel,0,19,1,0,Online TA,FRA,D,0,137.75,Transient
City Hotel,1,102,2,0,Offline TA/TO,PRT,A,0,101.5,Transient-Party
City Hotel,0,14,1,0,Offline TA/TO,ITA,A,1,100,Transient-Party
City Hotel,0,7,1,0,Online TA,GBR,D,0,184,Transient
Resort Hotel,0,140,2,0,Online TA,GBR,A,0,93.06,Transient
City Hotel,0,18,2,0,Online TA,FRA,A,0,83.3,Transient
City Hotel,1,186,2,0,Groups,PRT,A,0,130,Transient
City Hotel,0,6,2,0,Online TA,PRT,A,0,81,Contract
City Hotel,1,5,2,0,Online TA,MAR,A,0,90.33,Transient
Resort Hotel,0,0,1,0,Direct,ECU,A,0,39,Transient
Resort Hotel,0,0,2,0,Online TA,PRT,A,0,192.5,Transient
Resort Hotel,0,137,2,0,Offline TA/TO,GBR,A,1,59.31,Transient
City Hotel,1,125,2,0,Online TA,ITA,A,0,103.5,Transient
City Hotel,0,27,2,0,Online TA,FRA,D,0,138.2,Transient
Resort Hotel,1,151,2,0,Online TA,BRA,A,0,63.5,Transient
City Hotel,1,13,2,0,Online TA,ESP,A,0,89.39,Transient
Resort Hotel,0,22,2,1,Online TA,SWE,G,1,88,Transient
City Hotel,0,3,2,0,Online TA,PRT,B,0,105.5,Contract
City Hotel,1,437,2,0,Groups,PRT,A,0,60,Transient
City Hotel,0,7,1,0,Corporate,PRT,A,2,98,Transient
City Hotel,0,181,1,0,Offline TA/TO,FRA,A,0,120,Transient-Party
City Hotel,1,336,2,0,Offline TA/TO,PRT,A,0,101.5,Transient-Party
Resort Hotel,1,80,2,0,Online TA,PRT,A,0,215.33,Transient
Resort Hotel,0,0,2,0,Online TA,PRT,A,1,192.8,Transient
City Hotel,0,238,2,0,Online TA,FRA,A,0,114.53,Transient
Resort Hotel,0,0,1,0,Offline TA/TO,ESP,A,0,25,Transient
City Hotel,1,298,2,0,Online TA,CN,D,0,123.3,Transient
City Hotel,0,134,2,0,Online TA,BEL,A,0,76.5,Transient
City Hotel,1,313,2,0,Groups,PRT,A,0,62,Transient-Party
City Hotel,0,3,2,0,Corporate,ESP,A,1,120,Transient
City Hotel,1,94,2,0,Offline TA/TO,PRT,A,0,80,Transient
City Hotel,0,17,3,0,Online TA,PRT,A,0,98.94,Transient
City Hotel,0,23,2,0,Online TA,PRT,A,0,0,Transient
Resort Hotel,0,113,2,0,Offline TA/TO,IRL,A,0,59.31,Transient
Resort Hotel,0,4,1,0,Online TA,PRT,A,0,48.38,Transient
City Hotel,1,201,2,0,Online TA,MEX,D,0,130.5,Transient
City Hotel,1,81,2,0,Online TA,BRA,A,0,96.3,Transient
City Hotel,0,59,1,0,Groups,AUT,A,0,1,Transient-Party
Resort Hotel,1,298,2,0,Offline TA/TO,PRT,D,0,34.11,Transient
City Hotel,0,77,2,2,Online TA,ESP,F,1,240,Transient
Resort Hotel,1,115,2,0,Online TA,PRT,A,0,65,Transient
City Hotel,1,339,2,0,Groups,PRT,A,0,62,Contract
Resort Hotel,0,17,2,0,Direct,PRT,E,1,149,Transient
Resort Hotel,0,31,2,0,Offline TA/TO,ESP,A,0,29,Transient
City Hotel,0,46,2,0,Online TA,FRA,D,0,102.6,Transient
City Hotel,1,180,2,0,Offline TA/TO,PRT,A,0,70,Transient
City Hotel,0,64,3,0,Online TA,DEU,D,0,115.77,Transient
City Hotel,0,101,2,3,Direct,FIN,G,1,255,Transient
City Hotel,1,322,2,0,Offline TA/TO,PRT,A,0,52,Transient
City Hotel,0,6,1,0,Online TA,PRT,A,0,79.2,Transient
Resort Hotel,0,62,1,0,Online TA,PRT,A,0,107,Transient-Party
City Hotel,0,192,3,0,Offline TA/TO,AUT,E,1,117.3,Transient
City Hotel,0,2,2,1,Direct,PRT,E,1,268.17,Transient
City Hotel,1,16,1,0,Online TA,FRA,A,0,85,Transient
City Hotel,1,100,2,0,Groups,PRT,A,0,62,Transient-Party
City Hotel,0,228,2,0,Online TA,SWE,D,0,115.6,Transient-Party
City Hotel,0,19,2,0,Groups,PRT,A,0,62,Transient-Party
Resort Hotel,1,50,2,0,Online TA,NLD,A,0,60,Transient
City Hotel,0,133,2,0,Offline TA/TO,LTU,A,0,124,Transient-Party
City Hotel,0,16,1,0,Offline TA/TO,PRT,D,0,71.67,Transient
City Hotel,1,71,1,0,Offline TA/TO,PRT,A,0,120,Transient
City Hotel,1,30,2,0,Online TA,CHN,D,0,103.8,Transient
City Hotel,0,139,2,1,Online TA,DEU,A,0,141,Transient
City Hotel,1,171,2,0,Online TA,GBR,A,0,89.1,Transient
City Hotel,0,86,2,0,Corporate,FRA,A,0,100,Transient-Party
City Hotel,0,6,3,0,Direct,BRA,D,0,150.45,Transient
City Hotel,1,269,2,0,Online TA,NLD,A,0,102.51,Transient
City Hotel,0,75,2,0,Offline TA/TO,FRA,A,0,112.1,Transient
City Hotel,0,2,1,0,Online TA,PRT,A,0,75,Transient
City Hotel,1,9,2,0,Online TA,PRT,D,0,77.93,Transient
Resort Hotel,1,47,1,0,Online TA,AUS,A,0,147,Transient
City Hotel,1,162,2,0,Groups,PRT,A,0,98,Transient-Party
City Hotel,0,134,2,0,Online TA,SWE,A,0,102.86,Transient
City Hotel,0,58,2,0,Online TA,BEL,A,0,121.56,Transient
City Hotel,1,39,2,0,Online TA,GBR,A,0,85,Transient
City Hotel,1,341,2,0,Groups,PRT,A,0,62,Transient-Party
City Hotel,1,73,3,0,Online TA,FRA,D,0,159.3,Transient
Resort Hotel,0,100,2,0,Offline TA/TO,GBR,D,0,52.85,Contract
City Hotel,0,320,2,0,Offline TA/TO,DEU,A,0,115,Transient-Party
City Hotel,1,128,2,0,Online TA,DEU,D,0,139.5,Transient
Resort Hotel,0,133,2,1,Online TA,FRA,E,0,143.48,Transient
City Hotel,0,292,2,0,Offline TA/TO,AUT,A,0,115,Transient-Party
Resort Hotel,0,57,2,0,Offline TA/TO,PRT,A,0,135,Transient-Party
City Hotel,0,83,2,0,Online TA,IRL,A,0,74.1,Transient
Resort Hotel,1,11,2,0,Online TA,PRT,D,0,173,Transient
Resort Hotel,0,130,2,0,Offline TA/TO,NLD,E,0,65.64,Contract
Resort Hotel,0,1,2,0,Online TA,PRT,A,0,49,Transient
City Hotel,0,99,2,0,Online TA,CHE,A,0,103.5,Transient
City Hotel,0,36,2,0,Online TA,GBR,A,0,116.1,Transient
City Hotel,0,0,2,1,Direct,PRT,D,0,0,Transient
City Hotel,0,0,1,0,Online TA,DZA,A,0,85.24,Transient
Resort Hotel,0,12,2,0,Online TA,IRL,G,1,199,Transient
Resort Hotel,0,0,1,0,Corporate,PRT,A,0,45,Transient
City Hotel,1,75,1,0,Groups,PRT,A,0,85,Transient-Party
City Hotel,0,217,2,1,Online TA,GBR,A,0,135,Transient
City Hotel,0,74,2,0,Online TA,DEU,A,0,99.45,Transient
City Hotel,0,0,1,0,Online TA,COL,A,0,97,Transient
Resort Hotel,0,386,2,0,Groups,GBR,A,0,55,Transient-Party
Resort Hotel,0,43,2,0,Offline TA/TO,ESP,D,0,79.5,Contract
Resort Hotel,1,53,2,0,Online TA,FRA,E,0,137.71,Transient
Resort Hotel,0,0,1,0,Online TA,PRT,A,0,43,Transient
City Hotel,0,4,2,0,Offline TA/TO,FRA,A,0,75,Transient
City Hotel,0,107,2,0,Online TA,FRA,A,0,126,Transient
Resort Hotel,0,5,1,0,Online TA,PRT,A,0,40.4,Transient-Party
Resort Hotel,1,91,2,0,Online TA,ESP,A,1,75.6,Transient-Party
City Hotel,1,257,2,0,Online TA,ITA,A,0,89.1,Transient
City Hotel,0,91,2,0,Online TA,GBR,A,0,126,Transient
